tid,lang,score,text,label,Gender
twv10598,tl,-0.25,@gladyswanga Unstoppable sibuor madhako  min piny jaber nyiri  inegenona kendo genowa asego kae,neutral,women
twv10600,in,0,@gladyswanga Umeanza kuaribu pesa na ujaanza kazi,disinformation,women
twv10601,tl,0,@gladyswanga walal   yawa  Koriko  timo  ango  kanyo,neutral,women
twv10602,pt,0,@gladyswanga Aonge  fare  but  ago agombo   biro,neutral,women
twv10607,en,-1,"@gladyswanga  is just another Cyprian Awiti. She wants to spend 17 million in her swearing yet HomaBay is one of the poorest counties in Kenya with Zero devt, no roads and Medical facilities.",disinformation,women
twv10608,in,0,"@gladyswanga Genowa, Cham muma ichak tich, an aonge wach, Sina maoni kura nasemiyi",neutral,women
twv10609,en,0,@gladyswanga Hope you are not going to milk it dry like Awiti and his crooks did.,trolling,women
twv10613,en,0,"@gladyswanga Congratulations Her https://t.co/0iGXQmV5ri you take over our great county note that we want get our pride as a county back.Kindly tame corruption,nepotism and lethargy among the county govt https://t.co/2XNLzJe9qD is possible",positive,women
twv10614,en,-0.75,"@gladyswanga Homabay has no stadium,  the place you are calling stadium is so pathetic.",trolling,women
twv10615,in,0,@gladyswanga Stadium iko WAPI??,neutral,women
twv10617,en,-0.2,@gladyswanga Get a better office first in first 6months your predecessor was a disaster,disinformation,women
twv10618,en,-1,@gladyswanga Kisii are lucky people! Simba Arati has denied swearing in budget of shs56m and slashed it to only shs3m! This is LEADERSHIP<U+0001F44D>,positive,women
twv10619,tl,0,"@gladyswanga 
@orengo_james 
@SakajaJohnson 
@AnyangNyongo 
@gov.ochiengayako https://t.co/nxcC2Hhgsi",neutral,women
twv10620,en,-1.25,"@gladyswanga So thirsty, it's never about the common mwananchi, these people just want to be in power to loot and leave the coffers empty.",trolling,women
twv10621,en,0,@gladyswanga Baba to kes pod chando,neutral,women
twv10624,en,0,@gladyswanga I must  attend  all your  meetings,neutral,women
twv10630,in,0,@gladyswanga Note that governors residence is within the county. Usikuje Kanairo kutusumbua,trolling,women
twv10631,en,0,@gladyswanga Genowa the 2nd,neutral,women
twv10635,tl,0,@gladyswanga Wangigeno,positive,women
twv10636,en,0,"@gladyswanga Mama the 2nd in command homabay county
#genowaendongruok",neutral,women
twv10643,en,0,@gladyswanga Will be attending,neutral,women
twv10646,en,0,@gladyswanga 20M very little Genowa itisha ka 40M ivi imoke gi thorax <U+0001F92D><U+0001F92D><U+0001F92D>,satire,women
twv10648,en,0,"@gladyswanga 
@gpdkaluma 
@senatorkajwang 
Are you thinking what I'm thinking?<U+0001F60C> https://t.co/JXznpIoSAO",neutral,women
twv10651,tl,0,@gladyswanga Wuon ochieng dhii tiyo ee bwo wanga. Litna<U+263A><U+FE0F>,positive,women
twv10652,in,0,@gladyswanga Nyawangaya wach 20millioni to iwachie ango?,trolling,women
twv10653,tl,0,@gladyswanga Huyu atakula homabay county mpaka mtamani Awiti,insults and Hate speech,women
twv10654,en,-0.75,@gladyswanga Nyasuna Homabay to spend 20M just for handing over??? This is unacceptable you need 0KES to take over from Awiti https://t.co/BwHoMvP0Aw,disinformation,women
twv10657,in,0,@gladyswanga Hongera mama county,positive,women
twv10663,tl,0,"@gladyswanga Mama waseteri wuoth,,, in be koro Kik ikuod wiwa",neutral,women
twv10664,und,0,@gladyswanga Mbona mlikula pesa za Agent za azimio...,disinformation,women
twv10665,en,0,@gladyswanga Imoke,neutral,women
twv10666,en,0,@gladyswanga Okay,neutral,women
twv10668,tl,0,"@gladyswanga Waiting nyar wan'gaya ipara kaidonjo e office minwa,from katito Kisumu county #robinson",neutral,women
twv10669,en,-0.1,"@gladyswanga why do you need 20 million for taking an oath of the office , misplaced priorities",trolling,women
twv10670,en,-0.75,@gladyswanga A stadium under construction for 10yrs and not complete. What a shame,insults and Hate speech,women
twv10671,en,-0.4,@gladyswanga So you had meeting with thieves of the county..... Let you people eat and eat and eat...,trolling,women
twv10673,tl,0,@gladyswanga Kasto mondo iparwa Mimi na Mavin mavo.... Watiyoni matek aduwa,neutral,women
twv10675,tl,0,@gladyswanga Kiyie tomondo iriembe jotich ma Homabay tee..... Chak ndiko manyien.... Jogo oyako county ogerogo Ute madongo dongo nyowuoyo,satire,women
twv10677,tl,0,"@gladyswanga Ti atiya Atieno, tine Johomabay Nyawan'gaya neye kaka Asego chalo, ikawo Asego kanikamarach, kata pii ma ji modhi otamore, tine jopiny min Kayo, NYASAYE otelni.",positive,women
twv10679,en,-0.75,@gladyswanga Don't forget to fight for the people now that the love for Baba pressured them to vote you in,trolling,women
twv10681,en,0,@gladyswanga Miya tich min county,neutral,women
twv10682,en,0,@gladyswanga She got more votes than Raila <U+0001F602><U+0001F602><U+0001F602>Wah,neutral,women
twv10686,en,-1.75,@gladyswanga Clear the Awiti's crooks near you!  Don't inherit the shame and corrupt individuals,disinformation,women
twv10691,lt,0,@gladyswanga Kasto uteme mondo utiek gero stadium no,neutral,women
twv10692,en,-0.5,@gladyswanga Be en adier ni idwaro 20 million for swearing in?,trolling,women
twv10693,und,0,@gladyswanga @RailaOdinga @MarthaKarua Byvt5m55y vy6,neutral,women
twv10694,en,-0.4,"@gladyswanga Do you need 20 MILLION KSH for swearing in ceremony? Homa Bay is in trouble if this what GENOWA meant!
@SamOsike1 come here",trolling,women
twv10700,en,-1.2,@gladyswanga A traitor is ready to take office tomorrow but Raila is crying in the cold after she  meddle with party primaries which leads to voter apathy in Homa Bay.,insults and Hate speech,women
twv10701,en,-0.4,@gladyswanga Just swear in don't celebrate luo community are still mourning. 500000 votes were never casted in Nyanza due to voter apathy cause by the following people 1 initiator of deep State narrative 2 those who meddle with party primaries. We will ne,disinformation,women
twv10703,in,0,@gladyswanga Ber go ndii Mama County. An to tich emakwayi kiyie.,neutral,women
twv10704,en,0,@gladyswanga @RailaOdinga @MarthaKarua We have more expectations for you after Awiti done nothing,neutral,women
twv10706,en,-1,@gladyswanga All thieves za county should go home after tomorrow,trolling,women
twv10707,en,-0.9,"@gladyswanga Congratulation Madam,,, make sure there is no ghost workers in your administration,, 
PASS BY HAMISI BUTCHERY has some mbuzi choma for tomorrow,,,",positive,women
twv10709,und,-0.5,"@gladyswanga Hongera,after swearing,usije Nairobi.",trolling,women
twv10711,en,0,@gladyswanga @RailaOdinga @MarthaKarua Exactly,neutral,women
twv10712,tl,0,@gladyswanga genowa en dundruok....nya'wangaya again and again ..,neutral,women
twv10714,und,0,@gladyswanga #GenowaEnDongruok.,neutral,women
twv10715,in,-0.15,@gladyswanga iwalo malich in. Hujaanza kazi na unataka swearing in ceremony ya millions? Wan kata idhi Kendu-bay stadium kacha icham mumbi mos maonge expenses wayie. 1 million nyalo gero dormitory Kendu Muslim kacha. https://t.co/nXJ5TXNC4F,trolling,women
twv10717,en,-0.4,@gladyswanga Dhiii utinee Jopiny thoooo <U+0001F643> waol Wanchien e development Sana in the last 10yrs nothing done or launched during campaigns unlike Kisii county where Martha Karua launches several develop so proof us wrong that you can do more than w,trolling,women
twv10718,tl,0,"@gladyswanga Ang'o makoro Awiti wacho kanyo, bang' njaowa for 10yrs?",trolling,women
twv10721,en,-1.75,"@gladyswanga @MarthaKarua @RailaOdinga Kindly u people teach yourselves to do things without mobilizing people to cause chaos.There have never been a time where your things are done peacefully, nobody is hurt.Atleast STOP silencing kenyans with death ati",insults and Hate speech,women
twv10725,en,-0.5,@gladyswanga Naskia the budget for the swearing in is 17 million shillings only <U+0001F602><U+0001F494>,satire,women
twv10726,en,-0.1,@gladyswanga Make that county work...it's so shameful for some counties to be ahead in terms of development while others lag behind yet there us money.,insult and hate speech,women
twv10729,in,-0.5,@gladyswanga Swearing mari brokao seche matin....nyis jogo oti gi pesa matin giaye ich lach....100k oromo tayo nyasino maber pes modong go ukonygo jopiny,trolling,women
twv10734,en,0,@gladyswanga May God us through this course @gladys_wanga,positive,women
twv10735,en,0,@gladyswanga May God us through this course @gladys_wanga,positive,women
twv10738,en,-1.8,@gladyswanga Just make sure you jail those thieves who robed our county 10 years.,disinformation,women
twv10739,en,-0.75,@gladyswanga You are walking into the most corrupt county. If i were you I would fire the County PSB and do proper job evaluation for all county staff. Fire where possible and realign HBC service and staffing. Be careful Moma. They may poison you.,disinformation,women
twv10740,und,0,@gladyswanga #GenowaEnDongruok <U+0001F4AA><U+0001F3FE><U+0001F4AA><U+0001F3FE>,neutral,women
twv10743,no,-0.5,@gladyswanga @IdaOdinga Opposition ikoaje?,trolling,women
twv10747,en,-0.25,"@gladyswanga Make sure you remove""Homa” then remain with bay only",trolling,women
twv10748,und,0,@gladyswanga @IdaOdinga Hbd @IdaOdinga,neutral,women
twv10749,en,0,@gladyswanga @IdaOdinga I think Mrs Ida Odinga isn't a person who would support violence,neutral,women
twv10750,en,-0.5,@gladyswanga Why are you requesting for 50 million just for a mere swearing in?,disinformation,women
twv10754,en,0,"@gladyswanga is it true <U+0001F605><U+0001F605><U+0001F61D>.
Isechako chame from Day 1 koso maendi Mar Awiti https://t.co/PtpokL18Lb",trolling,women
twv10756,en,0,@gladyswanga..do you remember how that woman(boss)was busy than a bee?<U+0001F914><U+0001F914> https://t.co/BmCuiA7cJt,insult and hate speech,women
twv10757,es,0,@gladyswanga Na bado. Ndo tumeanza https://t.co/ncgGUYlMed,neutral,women
twv10758,en,-0.6,@gladyswanga Chebukati has decided to nullify the entire election.,disinformation,women
twv10759,en,-2,"@gladyswanga @RailaOdinga @MarthaKarua Start having plans of joining @WilliamsRuto before the house gets full.The people of Homabay won't be in the cold again, enough is enough.We are tired of poor mindset politics of ODM.",trolling,women
twv10760,und,0,@gladyswanga https://t.co/zZtesrtt9L,neutral,women
twv10761,und,0,@gladyswanga https://t.co/M6XJ37k1Os,neutral,women
twv10762,und,0,@gladyswanga https://t.co/UixJz0vr66,neutral,women
twv10763,tr,0,@gladyswanga 20M yiote yawa <U+0001F646><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F646><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F646><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F646><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F646><U+0001F3FD><U+200D><U+,satire,women
twv10765,en,-1.25,"@gladyswanga Mama am coming from Ndhiwa ,,I wanted to attend to your swearing but I lack transport from Ndhiwa to Homa bay and Fro...can I get assisted??",neutral,women
twv10766,in,0,@gladyswanga Tubebe ujinga tu,trolling,women
twv10767,en,-0.35,@gladyswanga Did that person speaking shit expect any other governor apart from nyawang'aya,insult and hate speech,women
twv10769,en,0,@gladyswanga Your still the next governor mama,neutral,women
twv10771,pl,0,@gladyswanga Genowa en dongruok,neutral,women
twv10773,in,0,@gladyswanga Ambia baba aende anunue ma watu hata wanne wa suprim amalishe hii story wamtangashe ruto ata wanunua na ataionea kwa viu sasa .Hii ndio sababu sollei boss alishema baba hana troops akotu na watu wamakelele saidieni baba sahii .Msingoje tena a,disinformation,women
twv10774,in,0,@gladyswanga Baba asipo tumia pesa suprim hii itaenda na ruto nunueni hawa pesa mtarejesha mkisha ingia inawezekana tumieni pesa mpate hii kiti ishiponyoke.,disinformation,women
twv10776,in,0,"@gladyswanga Los Magunga Town, @gladyswanga awacho ayueweyoo",neutral,women
twv10777,und,0,@gladyswanga Ok,neutral,women
twv10779,fi,0,@gladyswanga En kamano jatelo,neutral,women
twv10781,en,0,@gladyswanga @RailaOdinga @MarthaKarua Where is joho and Junet,neutral,women
twv10782,en,-0.5,"@gladyswanga Don't forget you are unduly elected, it's just a matter of time.",trolling,women
twv10786,en,-0.25,@gladyswanga Am wondering how this criminal lady represents the great people of homabay,insult and hate speech,women
twv10788,sl,0,@gladyswanga Opaque akuje or naaah?,trolling,women
twv10790,en,0,@gladyswanga Is there a stadium in Homa- bay???,satire,women
twv10791,en,-1.7,@gladyswanga I curse in the name of God. It shall never be well with u bcause this another 10 years Homa bay is going to be dumped by your cartels <U+2795> your baba. Since baba is going to lose in this petition we are at danger as people of Homa Bay. Lor,insult and hate speech,women
twv10797,en,-0.4,@gladyswanga This people must be stopped...,neutral,women
twv10799,und,0,@gladyswanga @MarthaKarua @RailaOdinga https://t.co/b15phwKXYg,neutral,women
twv10800,en,0,@gladyswanga @RailaOdinga @MarthaKarua U are my governor,neutral,women
twv10801,en,-1.25,@gladyswanga Go even in. You people out will regret. Never feed one cow Napier coz you milk and forget the other,satire,women
twv10802,en,0,@gladyswanga My GOVERNORRRRR,neutral,women
twv10804,en,0,@gladyswanga Governor tengeneza HB plz,neutral,women
twv10808,en,-0.7,@gladyswanga @RailaOdinga @MarthaKarua The petition is dead on arrival. Sham elections and on the other hand declare us winners.,trolling,women
twv10809,und,0,@gladyswanga @MarthaKarua @RailaOdinga https://t.co/b15phwKXYg,neutral,women
twv10810,en,0,@gladyswanga hello,neutral,women
twv10817,en,0,@gladyswanga What's that behind you?<U+0001F604>,neutral,women
twv10819,en,0,@gladyswanga Coming <U+0001F6B6><U+0001F6B6>,neutral,women
twv10821,en,0,@gladyswanga Must raila be president?,trolling,women
twv10824,en,-0.8,@gladyswanga Our country kenya will not rulled by illuminati,insult and hate speech,women
twv10825,en,0,@gladyswanga Victory stolen from kidero,trolling,women
twv10827,hi,0,@gladyswanga ushaanza madrama na vipindire ata kama ujaaapishwa.<U+0001F923><U+0001F923><U+0001F923>,trolling,women
twv10829,en,0,@gladyswanga <U+0001D46A><U+0001D490><U+0001D48F><U+0001D488><U+0001D493><U+0001D482><U+0001D495><U+0001D496><U+0001D48D><U+0001D482><U+0001D495><U+0001D48A><U+0001D490><U+0001D48F><U+0001D494> <U+0001D46E><U+0001D486><U+0001D48F><U+0001D490><U+0001D498><,neutral,women
twv10830,pl,0,"@gladyswanga Wach awacha dholuo madam. Wawinji waduto. 

Homabay stadium Cha negitieko gero?",trolling,women
twv10831,in,0,"@gladyswanga Mama wetu,,, GENOWA amor ahinya gi tendi iparwa, kik wachak wane homabay marwa kolokore Gunda kamacha<U+0001F972><U+0001F972><U+0001F972>",positive,women
twv10832,pl,0,@gladyswanga Genowa en dongruok.,neutral,women
twv10833,en,0,@gladyswanga My Governor,neutral,women
twv10834,en,0,@gladyswanga Grab it and own it.,neutral,women
twv10835,en,0,"@gladyswanga Ni kwa Muda tu, so people of Homabay voted for you more than Baba https://t.co/Tf7t40Irxl",trolling,women
twv10836,en,-0.25,@gladyswanga Your efforts and minds are required in scok...help baba kwanza every other thing will fall in place...,neutral,women
twv10840,in,0,@gladyswanga Tuko ndani,neutral,women
twv10842,in,0,"@gladyswanga Nyacounty nko hpa Nairobi but ningependa kuhudhuria haya sherehe tuwepamoja kama jakochia ngulu tena kama jahera mar wanga Gladys , kindly fare ndio shida plz timna gimora nyar wangaya an John wycklife",neutral,women
twv10843,en,0,@gladyswanga How can we reach there nyaRwangaya  in Nairobi,neutral,women
twv10850,en,-1.1,@gladyswanga You MUST also take note that we are tired of corruption and if you encourage the same then your goose is cooked . The public is informed of your intention to continue looting the way AWITI did . It will be bad for you if you start,trolling,women
twv10851,tr,0,@gladyswanga Mama tibiim!!!,neutral,women
twv10852,en,-1.9,"@gladyswanga This County is one of the OLDEST yet,the POOREST,what we need is radical change in governance. Show us that you're different from the rest of the LOOTERS.",insult and hate speech,women
twv10853,en,-1.25,"@gladyswanga I voted for Baba but the only mistake he did was to give you a direct ticket and sideline Dr, Kidero.Who could  inherit his national politics so sad for my Nyanza people's",trolling,women
twv10854,en,-0.8,"@gladyswanga Mum we are ONLY remained with one,one bullet,,,let us not shade crocodile tears anyone",neutral,women
twv10857,tl,0,@gladyswanga Genowa <U+0001F34A><U+270A> Homabay Manyien,neutral,women
twv10858,it,0,@gladyswanga Nitumie fare<U+0001F60A>,neutral,women
twv10860,en,0,@gladyswanga We will be there mama,neutral,women
twv10863,und,0,@gladyswanga Hey,neutral,women
twv10868,no,-0.75,@gladyswanga Stolen,trolling,women
twv10869,tl,0,@gladyswanga Wankodi mama,neutral,women
twv10870,tl,0,@gladyswanga Genowa manyna kamoro e county kijana gombo tiyo gi mama eyo mondisore,neutral,women
twv10872,tl,0,"@gladyswanga Chilo mieni modhuro ok nyal yieni gima idwatimono, , , utemo kona wa ni homa bay town kende emane Dr evans kidero, , ,  homa bay town kende emane oyombie, , , ,  jakuogni ikwalo pesa minena marachna  jakuom madhako, , ,  wanga ne onyuomi ni i",trolling,women
twv10873,en,0,@gladyswanga On my way,neutral,women
twv10874,en,-0.15,@gladyswanga In your hands are the bleeding hearts of homa bay people... choose to be a mother and nurse them...my humble request in Jesus name.,positive,women
